time,EURUSD,GBPUSD,USDCAD,AUDUSD,USDJPY
2010-01-04 00:00:00+00:00,1.43153,1.61404,1.04735,0.89738,92.73
2010-01-05 00:00:00+00:00,1.44242,1.61131,1.04157,0.91223,92.488
2010-01-06 00:00:00+00:00,1.43646,1.59903,1.0397,0.91172,91.622
2010-01-07 00:00:00+00:00,1.44019,1.60214,1.03196,0.92016,92.378
2010-01-08 00:00:00+00:00,1.43175,1.59337,1.03426,0.9175,93.43
2010-01-09 00:00:00+00:00,1.44098,1.60218,1.02982,0.92471,92.664
2010-01-10 00:00:00+00:00,1.44098,1.60218,1.02982,0.92471,92.664
2010-01-11 00:00:00+00:00,1.44646,1.60885,1.02677,0.93079,92.292
2010-01-12 00:00:00+00:00,1.45082,1.61112,1.03398,0.9292,92.1
2010-01-13 00:00:00+00:00,1.44759,1.61513,1.03958,0.92011,91.126
2010-01-14 00:00:00+00:00,1.45232,1.62832,1.03118,0.92379,91.43
2010-01-15 00:00:00+00:00,1.44996,1.63333,1.0237,0.93114,91.254
2010-01-16 00:00:00+00:00,1.43861,1.62641,1.02913,0.92271,90.773
2010-01-17 00:00:00+00:00,1.43861,1.62641,1.02913,0.92271,90.773
2010-01-18 00:00:00+00:00,1.43684,1.62884,1.02944,0.9222,90.906
2010-01-19 00:00:00+00:00,1.44046,1.63523,1.02506,0.92706,90.682
2010-01-20 00:00:00+00:00,1.42804,1.63585,1.03192,0.92209,91.206
2010-01-21 00:00:00+00:00,1.41123,1.6302,1.04602,0.9111,91.206
2010-01-22 00:00:00+00:00,1.40992,1.62003,1.05094,0.90386,90.402
2010-01-23 00:00:00+00:00,1.41357,1.61048,1.05783,0.90057,89.83
2010-01-24 00:00:00+00:00,1.41357,1.61048,1.05783,0.90057,89.83
2010-01-25 00:00:00+00:00,1.41539,1.61157,1.05648,0.90445,89.972
2010-01-26 00:00:00+00:00,1.41476,1.62461,1.05696,0.90502,90.419
2010-01-27 00:00:00+00:00,1.40818,1.61431,1.06226,0.8999,89.675
2010-01-28 00:00:00+00:00,1.40296,1.6177,1.06384,0.89596,89.944
2010-01-29 00:00:00+00:00,1.39634,1.61421,1.06646,0.89312,89.803
2010-01-30 00:00:00+00:00,1.38624,1.59862,1.07038,0.88374,90.273
2010-01-31 00:00:00+00:00,1.38624,1.59862,1.07038,0.88374,90.273
2010-02-01 00:00:00+00:00,1.38763,1.59732,1.06847,0.88557,90.22
2010-02-02 00:00:00+00:00,1.39222,1.59454,1.06182,0.89187,90.782
2010-02-03 00:00:00+00:00,1.3976,1.59895,1.05746,0.8872,90.432
2010-02-04 00:00:00+00:00,1.38981,1.59149,1.06172,0.88196,90.882
2010-02-05 00:00:00+00:00,1.37423,1.57678,1.0723,0.86868,89.414
2010-02-06 00:00:00+00:00,1.3679,1.56625,1.07168,0.86845,89.244
2010-02-07 00:00:00+00:00,1.3679,1.56625,1.07168,0.86845,89.244
2010-02-08 00:00:00+00:00,1.36439,1.5601,1.07146,0.86618,89.3
2010-02-09 00:00:00+00:00,1.36559,1.55728,1.0744,0.86382,89.231
2010-02-10 00:00:00+00:00,1.37815,1.56944,1.06736,0.87739,89.77
2010-02-11 00:00:00+00:00,1.37482,1.56082,1.06222,0.87692,89.961
2010-02-12 00:00:00+00:00,1.36875,1.57011,1.05034,0.89044,89.78
2010-02-13 00:00:00+00:00,1.36333,1.57014,1.05032,0.8877,89.93
2010-02-14 00:00:00+00:00,1.36333,1.57014,1.05032,0.8877,89.93
2010-02-15 00:00:00+00:00,1.36238,1.56664,1.05095,0.88765,90.032
2010-02-16 00:00:00+00:00,1.35978,1.56651,1.04944,0.88932,90.052
2010-02-17 00:00:00+00:00,1.37621,1.57848,1.0438,0.90104,90.24
2010-02-18 00:00:00+00:00,1.36085,1.56793,1.04622,0.89869,91.118
2010-02-19 00:00:00+00:00,1.34674,1.54279,1.04986,0.88952,91.978
2010-02-20 00:00:00+00:00,1.3612,1.54726,1.03917,0.89894,91.519
2010-02-21 00:00:00+00:00,1.3612,1.54726,1.03917,0.89894,91.519
2010-02-22 00:00:00+00:00,1.36298,1.54708,1.03906,0.89992,91.634
2010-02-23 00:00:00+00:00,1.36063,1.55008,1.04264,0.90003,91.242
2010-02-24 00:00:00+00:00,1.35242,1.54448,1.05556,0.89254,90.188
2010-02-25 00:00:00+00:00,1.35429,1.54149,1.05288,0.89433,90.298
2010-02-26 00:00:00+00:00,1.35367,1.52418,1.06144,0.8865,89.26
2010-02-27 00:00:00+00:00,1.36288,1.52361,1.05177,0.89541,88.946
2010-02-28 00:00:00+00:00,1.36288,1.52361,1.05177,0.89541,88.946
2010-03-01 00:00:00+00:00,1.36395,1.51808,1.05121,0.89856,88.921
2010-03-02 00:00:00+00:00,1.35612,1.49723,1.04148,0.90047,89.132
2010-03-03 00:00:00+00:00,1.36197,1.50234,1.0347,0.90449,88.778
2010-03-04 00:00:00+00:00,1.37008,1.51014,1.03204,0.90508,88.536
2010-03-05 00:00:00+00:00,1.35817,1.50313,1.03146,0.89949,89.186
2010-03-06 00:00:00+00:00,1.36255,1.51378,1.02888,0.90767,90.225
2010-03-07 00:00:00+00:00,1.36255,1.51378,1.02888,0.90767,90.225
2010-03-08 00:00:00+00:00,1.36373,1.51436,1.02743,0.90858,90.587
2010-03-09 00:00:00+00:00,1.36194,1.50433,1.02816,0.90823,90.308
2010-03-10 00:00:00+00:00,1.36061,1.50136,1.02692,0.91567,89.988
2010-03-11 00:00:00+00:00,1.36438,1.49652,1.0255,0.91373,90.472
2010-03-12 00:00:00+00:00,1.36848,1.50661,1.02394,0.91548,90.656
2010-03-13 00:00:00+00:00,1.37689,1.52048,1.01931,0.91529,90.56
2010-03-14 00:00:00+00:00,1.37689,1.52048,1.01931,0.91529,90.56
2010-03-15 00:00:00+00:00,1.37736,1.51965,1.01708,0.91772,90.7
2010-03-16 00:00:00+00:00,1.36735,1.50468,1.01906,0.91367,90.358
2010-03-17 00:00:00+00:00,1.37682,1.52354,1.01366,0.91884,90.308
2010-03-18 00:00:00+00:00,1.37371,1.53144,1.01044,0.92316,90.438
2010-03-19 00:00:00+00:00,1.36112,1.52516,1.01376,0.92083,90.474
2010-03-20 00:00:00+00:00,1.35293,1.50139,1.01728,0.91539,90.563
2010-03-21 00:00:00+00:00,1.35293,1.50139,1.01728,0.91539,90.563
2010-03-22 00:00:00+00:00,1.35129,1.49935,1.0166,0.91447,90.446
2010-03-23 00:00:00+00:00,1.35674,1.511,1.01686,0.91865,90.348
2010-03-24 00:00:00+00:00,1.34684,1.5021,1.0168,0.9173,90.376
2010-03-25 00:00:00+00:00,1.33284,1.4897,1.02372,0.91158,92.042
2010-03-26 00:00:00+00:00,1.3306,1.48476,1.0236,0.90851,92.53
2010-03-27 00:00:00+00:00,1.34099,1.48976,1.02662,0.90404,92.52
2010-03-28 00:00:00+00:00,1.34099,1.48976,1.02662,0.90404,92.52
2010-03-29 00:00:00+00:00,1.34449,1.4913,1.02588,0.90518,92.43
2010-03-30 00:00:00+00:00,1.34899,1.49902,1.02146,0.91668,92.448
2010-03-31 00:00:00+00:00,1.34344,1.50852,1.01792,0.92018,92.966
2010-04-01 00:00:00+00:00,1.35266,1.51954,1.01378,0.91743,93.545
2010-04-02 00:00:00+00:00,1.35872,1.52942,1.00964,0.9214,93.758
2010-04-03 00:00:00+00:00,1.34979,1.52056,1.0112,0.9194,94.61
2010-04-04 00:00:00+00:00,1.34979,1.52056,1.0112,0.9194,94.61
2010-04-05 00:00:00+00:00,1.34945,1.52569,1.00858,0.92064,94.546
2010-04-06 00:00:00+00:00,1.3467,1.52812,1.00244,0.91972,94.288
2010-04-07 00:00:00+00:00,1.33825,1.5237,1.00174,0.92677,93.602
2010-04-08 00:00:00+00:00,1.33314,1.5222,1.00569,0.92628,93.212
2010-04-09 00:00:00+00:00,1.33756,1.52966,1.00122,0.92894,93.395
2010-04-10 00:00:00+00:00,1.34995,1.53719,1.00247,0.93325,93.185
2010-04-11 00:00:00+00:00,1.34995,1.53719,1.00247,0.93325,93.185
2010-04-12 00:00:00+00:00,1.36579,1.5436,1.00368,0.93643,93.094
2010-04-13 00:00:00+00:00,1.35867,1.53684,1.00298,0.92668,93.184
2010-04-14 00:00:00+00:00,1.36154,1.53794,1.00146,0.92849,93.27
2010-04-15 00:00:00+00:00,1.3657,1.54754,0.9981,0.93594,93.3
2010-04-16 00:00:00+00:00,1.3566,1.54602,1.00236,0.93371,93.122
2010-04-17 00:00:00+00:00,1.35014,1.5363,1.01287,0.92415,92.176
2010-04-18 00:00:00+00:00,1.35014,1.5363,1.01287,0.92415,92.176
2010-04-19 00:00:00+00:00,1.3477,1.52859,1.01456,0.92272,91.986
2010-04-20 00:00:00+00:00,1.34868,1.53322,1.0148,0.92523,92.486
2010-04-21 00:00:00+00:00,1.34222,1.53638,0.99848,0.92976,93.168
2010-04-22 00:00:00+00:00,1.3388,1.54146,0.9992,0.92824,93.02
2010-04-23 00:00:00+00:00,1.32232,1.53414,1.00294,0.92414,93.556
2010-04-24 00:00:00+00:00,1.33858,1.53769,0.99912,0.92785,93.973
2010-04-25 00:00:00+00:00,1.33858,1.53769,0.99912,0.92765,93.973
2010-04-26 00:00:00+00:00,1.33625,1.53867,0.99946,0.92663,94.054
2010-04-27 00:00:00+00:00,1.33952,1.54764,1.00028,0.92834,93.852
2010-04-28 00:00:00+00:00,1.31802,1.52598,1.01568,0.91733,93.242
2010-04-29 00:00:00+00:00,1.3197,1.5192,1.01038,0.92341,94.02
2010-04-30 00:00:00+00:00,1.3251,1.53434,1.00432,0.9301,93.982
2010-05-01 00:00:00+00:00,1.329,1.52754,1.01793,0.92431,93.835
2010-05-02 00:00:00+00:00,1.32925,1.52754,1.01793,0.92431,93.835
2010-05-03 00:00:00+00:00,1.33127,1.52996,1.0158,0.92617,94.108
2010-05-04 00:00:00+00:00,1.3196,1.52438,1.01164,0.92648,94.61
2010-05-05 00:00:00+00:00,1.29778,1.51364,1.02386,0.91165,94.862
2010-05-06 00:00:00+00:00,1.28164,1.50992,1.03112,0.9069,93.864
2010-05-07 00:00:00+00:00,1.26546,1.49,1.04938,0.88863,91.358
2010-05-08 00:00:00+00:00,1.27574,1.47963,1.04387,0.88765,91.594
2010-05-09 00:00:00+00:00,1.27644,1.47893,1.04387,0.88723,91.525
2010-05-10 00:00:00+00:00,1.28695,1.48076,1.03752,0.89418,92.12
2010-05-11 00:00:00+00:00,1.27375,1.48349,1.0248,0.90082,93.066
2010-05-12 00:00:00+00:00,1.264,1.49534,1.02056,0.89528,92.754
2010-05-13 00:00:00+00:00,1.26456,1.48486,1.01824,0.89482,93.16
2010-05-14 00:00:00+00:00,1.25322,1.45918,1.02164,0.8955,92.684
2010-05-15 00:00:00+00:00,1.23628,1.45353,1.03538,0.8858,92.46
2010-05-16 00:00:00+00:00,1.2355,1.45353,1.03538,0.8858,92.46
2010-05-17 00:00:00+00:00,1.23591,1.44782,1.0352,0.88469,92.236
2010-05-18 00:00:00+00:00,1.2383,1.44648,1.03332,0.87648,92.498
2010-05-19 00:00:00+00:00,1.21448,1.42568,1.04108,0.86179,91.97
2010-05-20 00:00:00+00:00,1.23846,1.44224,1.04511,0.84545,91.705
2010-05-21 00:00:00+00:00,1.25402,1.43965,1.07172,0.81379,89.94
2010-05-22 00:00:00+00:00,1.25714,1.44789,1.05972,0.83272,90.015
2010-05-23 00:00:00+00:00,1.25784,1.44789,1.05972,0.83272,90.015
2010-05-24 00:00:00+00:00,1.25119,1.44438,1.06224,0.82757,90.248
2010-05-25 00:00:00+00:00,1.2339,1.43878,1.06362,0.82349,90.152
2010-05-26 00:00:00+00:00,1.23329,1.43913,1.06796,0.82636,90.348
2010-05-27 00:00:00+00:00,1.21837,1.43932,1.06938,0.8227,89.95
2010-05-28 00:00:00+00:00,1.23674,1.45655,1.04934,0.8493,91.048
2010-05-29 00:00:00+00:00,1.22731,1.44501,1.05469,0.84743,91.066
2010-05-30 00:00:00+00:00,1.22731,1.44501,1.05469,0.84743,91.066
2010-05-31 00:00:00+00:00,1.2289,1.44648,1.05438,0.84573,91.214
2010-06-01 00:00:00+00:00,1.22714,1.45074,1.04238,0.84584,91.177
2010-06-02 00:00:00+00:00,1.2246,1.46724,1.0538,0.8338,91.14
2010-06-03 00:00:00+00:00,1.22518,1.4672,1.039,0.84276,92.116
2010-06-04 00:00:00+00:00,1.21786,1.46434,1.04054,0.84352,92.562
2010-06-05 00:00:00+00:00,1.19678,1.44541,1.06264,0.82333,91.989
2010-06-06 00:00:00+00:00,1.19678,1.44541,1.06264,0.82333,91.989
2010-06-07 00:00:00+00:00,1.19305,1.4424,1.06352,0.81804,91.674
2010-06-08 00:00:00+00:00,1.19231,1.44757,1.05934,0.8125,91.582
2010-06-09 00:00:00+00:00,1.19589,1.44451,1.04806,0.82487,91.394
2010-06-10 00:00:00+00:00,1.19897,1.45478,1.044,0.82976,91.264
2010-06-11 00:00:00+00:00,1.21312,1.47262,1.03102,0.84886,91.46
2010-06-12 00:00:00+00:00,1.21118,1.45513,1.03244,0.85037,91.652
2010-06-13 00:00:00+00:00,1.21118,1.45513,1.03244,0.85037,91.652
2010-06-14 00:00:00+00:00,1.22051,1.46133,1.03028,0.85492,91.674
2010-06-15 00:00:00+00:00,1.2211,1.47342,1.03378,0.8572,91.622
2010-06-16 00:00:00+00:00,1.23162,1.4799,1.02616,0.86397,91.504
2010-06-17 00:00:00+00:00,1.22988,1.47104,1.02588,0.86188,91.298
2010-06-18 00:00:00+00:00,1.23865,1.48088,1.02878,0.86669,90.902
2010-06-19 00:00:00+00:00,1.23875,1.48219,1.02188,0.87196,90.713
2010-06-20 00:00:00+00:00,1.23875,1.48219,1.02188,0.87196,90.713
2010-06-21 00:00:00+00:00,1.2416,1.48382,1.01936,0.87898,90.538
2010-06-22 00:00:00+00:00,1.23216,1.47616,1.02322,0.87787,91.012
2010-06-23 00:00:00+00:00,1.22661,1.481,1.02794,0.87224,90.43
2010-06-24 00:00:00+00:00,1.23066,1.49674,1.04016,0.87377,89.936
2010-06-25 00:00:00+00:00,1.2336,1.49326,1.04272,0.86763,89.582
2010-06-26 00:00:00+00:00,1.23694,1.50598,1.03525,0.87388,89.225
2010-06-27 00:00:00+00:00,1.23694,1.50598,1.03525,0.87388,89.225
2010-06-28 00:00:00+00:00,1.23864,1.5044,1.0356,0.87407,89.308
2010-06-29 00:00:00+00:00,1.22868,1.51054,1.0356,0.87076,89.37
2010-06-30 00:00:00+00:00,1.2185,1.50542,1.05442,0.8502,88.59
2010-07-01 00:00:00+00:00,1.22286,1.49582,1.0632,0.84194,88.524
2010-07-02 00:00:00+00:00,1.25124,1.51636,1.05892,0.84528,87.736
2010-07-03 00:00:00+00:00,1.2566,1.51956,1.06239,0.84175,87.751
2010-07-04 00:00:00+00:00,1.2566,1.51896,1.06239,0.84114,87.751
2010-07-05 00:00:00+00:00,1.25467,1.51884,1.06438,0.8397,87.724
2010-07-06 00:00:00+00:00,1.2508,1.51012,1.06604,0.83603,87.538
2010-07-07 00:00:00+00:00,1.26226,1.5157,1.05334,0.85257,87.658
2010-07-08 00:00:00+00:00,1.26252,1.51826,1.04782,0.86296,87.806
2010-07-09 00:00:00+00:00,1.269,1.51472,1.04358,0.8764,88.472
2010-07-10 00:00:00+00:00,1.26402,1.50648,1.03383,0.87762,88.6
2010-07-11 00:00:00+00:00,1.26402,1.50648,1.03383,0.8777,88.6
2010-07-12 00:00:00+00:00,1.26385,1.50731,1.0327,0.8761,88.79
2010-07-13 00:00:00+00:00,1.2603,1.50302,1.03492,0.87662,88.712
2010-07-14 00:00:00+00:00,1.27198,1.51972,1.0309,0.8835,88.822
2010-07-15 00:00:00+00:00,1.27346,1.52606,1.0332,0.88193,88.36
2010-07-16 00:00:00+00:00,1.2919,1.5423,1.03848,0.8815,87.469
2010-07-17 00:00:00+00:00,1.29344,1.5303,1.05691,0.86876,86.586
2010-07-18 00:00:00+00:00,1.29344,1.5303,1.05691,0.86876,86.586
2010-07-19 00:00:00+00:00,1.28917,1.52927,1.05774,0.86363,86.524
2010-07-20 00:00:00+00:00,1.29396,1.52189,1.05438,0.86901,86.775
2010-07-21 00:00:00+00:00,1.29054,1.52898,1.04286,0.88414,87.418
2010-07-22 00:00:00+00:00,1.276,1.51854,1.04744,0.87724,86.848
2010-07-23 00:00:00+00:00,1.29116,1.52848,1.03688,0.89438,87.198
2010-07-24 00:00:00+00:00,1.29031,1.5427,1.03578,0.89538,87.488
2010-07-25 00:00:00+00:00,1.29031,1.5427,1.03578,0.89538,87.488
2010-07-26 00:00:00+00:00,1.29231,1.54451,1.03732,0.89547,87.628
2010-07-27 00:00:00+00:00,1.29824,1.54792,1.03222,0.90102,86.93
2010-07-28 00:00:00+00:00,1.29885,1.55824,1.03576,0.9012,87.812
2010-07-29 00:00:00+00:00,1.3,1.56028,1.03786,0.89381,87.486
2010-07-30 00:00:00+00:00,1.30664,1.56032,1.03572,0.9004,86.742
2010-07-31 00:00:00+00:00,1.30516,1.56866,1.02958,0.90406,86.469
2010-08-01 00:00:00+00:00,1.30516,1.56866,1.02958,0.90406,86.469
2010-08-02 00:00:00+00:00,1.30595,1.57101,1.02963,0.90673,86.486
2010-08-03 00:00:00+00:00,1.31722,1.58878,1.02282,0.91329,86.542
2010-08-04 00:00:00+00:00,1.32206,1.59414,1.0237,0.91345,85.87
2010-08-05 00:00:00+00:00,1.3155,1.58862,1.01848,0.91596,86.322
2010-08-06 00:00:00+00:00,1.31794,1.5877,1.0173,0.91436,85.826
2010-08-07 00:00:00+00:00,1.328,1.59425,1.02726,0.9183,85.521
2010-08-08 00:00:00+00:00,1.328,1.59425,1.02726,0.9183,85.521
2010-08-09 00:00:00+00:00,1.32835,1.59626,1.0284,0.91789,85.348
2010-08-10 00:00:00+00:00,1.32156,1.58858,1.02772,0.91568,85.924
2010-08-11 00:00:00+00:00,1.31554,1.58148,1.03088,0.91182,85.31
2010-08-12 00:00:00+00:00,1.28498,1.56384,1.0465,0.8973,85.166
2010-08-13 00:00:00+00:00,1.28432,1.55932,1.04208,0.89722,86.08
2010-08-14 00:00:00+00:00,1.27535,1.55905,1.04185,0.89288,86.202
2010-08-15 00:00:00+00:00,1.27535,1.55905,1.04185,0.89288,86.202
2010-08-16 00:00:00+00:00,1.27571,1.55852,1.04186,0.89273,85.964
2010-08-17 00:00:00+00:00,1.28142,1.56486,1.04334,0.89521,85.218
2010-08-18 00:00:00+00:00,1.28704,1.55728,1.033,0.90513,85.598
2010-08-19 00:00:00+00:00,1.2796,1.55576,1.02894,0.89635,85.474
2010-08-20 00:00:00+00:00,1.2808,1.5575,1.03998,0.88913,85.252
2010-08-21 00:00:00+00:00,1.27093,1.55319,1.04747,0.89391,85.632
2010-08-22 00:00:00+00:00,1.27093,1.55319,1.04747,0.89391,85.632
2010-08-23 00:00:00+00:00,1.26992,1.55524,1.04966,0.88837,85.55
2010-08-24 00:00:00+00:00,1.26317,1.54924,1.05382,0.8885,85.09
2010-08-25 00:00:00+00:00,1.26366,1.54064,1.0599,0.88278,84.198
2010-08-26 00:00:00+00:00,1.26718,1.54766,1.05948,0.88584,84.792
2010-08-27 00:00:00+00:00,1.27042,1.55209,1.0582,0.88489,84.346
2010-08-28 00:00:00+00:00,1.27625,1.55292,1.05078,0.89981,85.233
2010-08-29 00:00:00+00:00,1.27625,1.55292,1.05078,0.89981,85.233
2010-08-30 00:00:00+00:00,1.2753,1.55398,1.04948,0.90189,85.602
2010-08-31 00:00:00+00:00,1.26642,1.54732,1.0602,0.89169,84.62
2010-09-01 00:00:00+00:00,1.26734,1.5341,1.06472,0.89189,84.104
2010-09-02 00:00:00+00:00,1.2795,1.5445,1.05154,0.90835,84.506
2010-09-03 00:00:00+00:00,1.28148,1.53922,1.0541,0.90885,84.336
2010-09-04 00:00:00+00:00,1.28965,1.54523,1.03882,0.91665,84.299
2010-09-05 00:00:00+00:00,1.28965,1.54523,1.03882,0.91665,84.299
2010-09-06 00:00:00+00:00,1.28877,1.5452,1.03918,0.91503,84.444
2010-09-07 00:00:00+00:00,1.28186,1.53616,1.03866,0.91484,84.182
2010-09-08 00:00:00+00:00,1.26924,1.53516,1.04766,0.91189,83.79
2010-09-09 00:00:00+00:00,1.2728,1.5473,1.03742,0.91753,83.918
2010-09-10 00:00:00+00:00,1.26782,1.54136,1.03368,0.92266,83.952
2010-09-11 00:00:00+00:00,1.268,1.53623,1.03717,0.92653,84.109
2010-09-12 00:00:00+00:00,1.268,1.53696,1.03717,0.92653,84.05
2010-09-13 00:00:00+00:00,1.27604,1.53977,1.03232,0.9303,84.274
2010-09-14 00:00:00+00:00,1.28634,1.53826,1.02848,0.93339,83.628
2010-09-15 00:00:00+00:00,1.29958,1.55386,1.02708,0.93926,83.086
2010-09-16 00:00:00+00:00,1.30108,1.5636,1.02584,0.93921,85.642
2010-09-17 00:00:00+00:00,1.30662,1.56038,1.02708,0.93537,85.826
2010-09-18 00:00:00+00:00,1.30518,1.5633,1.03353,0.93634,85.868
2010-09-19 00:00:00+00:00,1.30518,1.5633,1.03353,0.93634,85.868
2010-09-20 00:00:00+00:00,1.30434,1.56427,1.0345,0.93667,85.746
2010-09-21 00:00:00+00:00,1.30626,1.55494,1.03054,0.94568,85.744
2010-09-22 00:00:00+00:00,1.32838,1.56306,1.02486,0.95556,85.008
2010-09-23 00:00:00+00:00,1.33932,1.5642,1.03056,0.9543,84.562
2010-09-24 00:00:00+00:00,1.32948,1.56622,1.03488,0.94747,84.546
2010-09-25 00:00:00+00:00,1.34922,1.58259,1.02407,0.95903,84.21
2010-09-26 00:00:00+00:00,1.34922,1.58259,1.02407,0.95903,84.21
2010-09-27 00:00:00+00:00,1.34794,1.58271,1.02442,0.95988,84.368
2010-09-28 00:00:00+00:00,1.34302,1.58092,1.03042,0.9591,84.242
2010-09-29 00:00:00+00:00,1.35728,1.58064,1.03034,0.9669,83.926
2010-09-30 00:00:00+00:00,1.3625,1.58048,1.03236,0.96938,83.766
2010-10-01 00:00:00+00:00,1.3631,1.57316,1.03068,0.9651,83.538
2010-10-02 00:00:00+00:00,1.3791,1.58199,1.0197,0.97279,83.224
2010-10-03 00:00:00+00:00,1.3791,1.58199,1.0197,0.97279,83.224
2010-10-04 00:00:00+00:00,1.37763,1.58208,1.01954,0.97152,83.326
2010-10-05 00:00:00+00:00,1.36485,1.58069,1.02358,0.96663,83.594
2010-10-06 00:00:00+00:00,1.38538,1.59112,1.01564,0.97226,83.15
2010-10-07 00:00:00+00:00,1.39158,1.58644,1.0112,0.97618,83.01
2010-10-08 00:00:00+00:00,1.39248,1.5878,1.01794,0.98179,82.368
2010-10-09 00:00:00+00:00,1.3941,1.59627,1.01109,0.98495,81.932
2010-10-10 00:00:00+00:00,1.3936,1.59627,1.01109,0.98495,81.932
2010-10-11 00:00:00+00:00,1.39966,1.5958,1.00946,0.98957,81.882
2010-10-12 00:00:00+00:00,1.38652,1.5877,1.01354,0.98236,82.286
2010-10-13 00:00:00+00:00,1.39208,1.58027,1.00966,0.98757,81.795
2010-10-14 00:00:00+00:00,1.39832,1.59346,1.00266,0.99311,81.718
2010-10-15 00:00:00+00:00,1.40254,1.59876,1.00546,0.99078,81.572
2010-10-16 00:00:00+00:00,1.39772,1.59915,1.01035,0.99082,81.449
2010-10-17 00:00:00+00:00,1.39772,1.59915,1.01035,0.99082,81.449
2010-10-18 00:00:00+00:00,1.39512,1.59939,1.01386,0.98771,81.388
2010-10-19 00:00:00+00:00,1.39635,1.59048,1.01666,0.99192,81.212
2010-10-20 00:00:00+00:00,1.36994,1.5656,1.03428,0.9679,81.434
2010-10-21 00:00:00+00:00,1.39764,1.58482,1.02306,0.98712,81.086
2010-10-22 00:00:00+00:00,1.39126,1.57172,1.02668,0.97847,81.306
2010-10-23 00:00:00+00:00,1.39559,1.5681,1.02573,0.98313,81.37
2010-10-24 00:00:00+00:00,1.39559,1.5681,1.02573,0.98313,81.37
2010-10-25 00:00:00+00:00,1.39622,1.56838,1.02596,0.9845,81.304
2010-10-26 00:00:00+00:00,1.3923,1.57092,1.02024,0.98942,80.846
2010-10-27 00:00:00+00:00,1.38464,1.58424,1.02396,0.98506,81.444
2010-10-28 00:00:00+00:00,1.3795,1.57908,1.02724,0.97389,81.56
2010-10-29 00:00:00+00:00,1.39438,1.59628,1.01924,0.97927,80.926
2010-10-30 00:00:00+00:00,1.39469,1.60391,1.0194,0.98376,80.383
2010-10-31 00:00:00+00:00,1.39469,1.60391,1.0194,0.98376,80.383
2010-11-01 00:00:00+00:00,1.39733,1.60474,1.01844,0.98619,80.348
2010-11-02 00:00:00+00:00,1.3909,1.60578,1.01268,0.98867,80.57
2010-11-03 00:00:00+00:00,1.4033,1.60302,1.00878,0.9989,80.678
2010-11-04 00:00:00+00:00,1.41268,1.61066,1.00864,1.00373,81.064
2010-11-05 00:00:00+00:00,1.42286,1.62756,1.00256,1.01543,80.806
2010-11-06 00:00:00+00:00,1.40314,1.61837,1.00007,1.01586,81.276
2010-11-07 00:00:00+00:00,1.40314,1.61837,1.00007,1.01586,81.276
2010-11-08 00:00:00+00:00,1.4075,1.62042,1.00018,1.01628,81.192
2010-11-09 00:00:00+00:00,1.38623,1.61136,1.0036,1.01171,81.15
2010-11-10 00:00:00+00:00,1.37692,1.59995,1.00688,1.00457,81.562
2010-11-11 00:00:00+00:00,1.37748,1.61208,1.00068,1.00374,82.282
2010-11-12 00:00:00+00:00,1.36216,1.61026,1.00336,0.99619,82.402
2010-11-13 00:00:00+00:00,1.36905,1.61145,1.01245,0.9844,82.525
2010-11-14 00:00:00+00:00,1.36905,1.61145,1.01245,0.9844,82.525
2010-11-15 00:00:00+00:00,1.36888,1.61278,1.01061,0.98916,82.464
2010-11-16 00:00:00+00:00,1.35735,1.60414,1.0101,0.98339,83.184
2010-11-17 00:00:00+00:00,1.34952,1.58872,1.0221,0.97579,83.384
2010-11-18 00:00:00+00:00,1.35528,1.59185,1.02352,0.98147,83.158
2010-11-19 00:00:00+00:00,1.36563,1.60509,1.01922,0.98989,83.526
2010-11-20 00:00:00+00:00,1.36725,1.59794,1.01695,0.98651,83.551
2010-11-21 00:00:00+00:00,1.36725,1.59794,1.01695,0.98651,83.551
2010-11-22 00:00:00+00:00,1.3742,1.60012,1.01626,0.98944,83.49
2010-11-23 00:00:00+00:00,1.35994,1.59424,1.0192,0.98663,83.338
2010-11-24 00:00:00+00:00,1.33863,1.58006,1.02142,0.97504,83.256
2010-11-25 00:00:00+00:00,1.33578,1.57894,1.00988,0.98389,83.552
2010-11-26 00:00:00+00:00,1.33397,1.57577,1.00912,0.97696,83.666
2010-11-27 00:00:00+00:00,1.32417,1.55881,1.02138,0.96457,84.033
2010-11-28 00:00:00+00:00,1.32417,1.55881,1.02138,0.96457,84.033
2010-11-29 00:00:00+00:00,1.32377,1.55892,1.01902,0.96718,84.154
2010-11-30 00:00:00+00:00,1.3101,1.55484,1.01872,0.96202,84.255
2010-12-01 00:00:00+00:00,1.29958,1.55725,1.02574,0.95927,83.675
2010-12-02 00:00:00+00:00,1.31251,1.5612,1.01782,0.96664,84.15
2010-12-03 00:00:00+00:00,1.32123,1.55895,1.0032,0.97714,83.779
2010-12-04 00:00:00+00:00,1.34149,1.57766,1.00409,0.99313,82.534
2010-12-05 00:00:00+00:00,1.34174,1.57766,1.00409,0.99313,82.525
2010-12-06 00:00:00+00:00,1.34134,1.57662,1.0031,0.9917,82.77
2010-12-07 00:00:00+00:00,1.32887,1.57098,1.00586,0.98818,82.687
2010-12-08 00:00:00+00:00,1.32484,1.57546,1.01088,0.98313,83.487
2010-12-09 00:00:00+00:00,1.32483,1.57946,1.01084,0.97891,84.103
2010-12-10 00:00:00+00:00,1.32408,1.57733,1.01044,0.98402,83.818
